pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipacion,preCandidatos,preParticipEscrutado,prePorcParticipEscrutado,OT_Codigo,OT_Votos,OT_PVotos
"21","006","268",48,48,1.00000000e+02,10871,9.42799988e+01,10269,9.44599991e+01,602,5.53999996e+00,660,5.71999979e+00,0,0.00000000e+00,16501,11531,6.98799973e+01,,0,,6.98799973e+01,"9997",1917,1.86700001e+01
"21","006","282",3,3,1.00000000e+02,639,9.56600037e+01,628,9.82799988e+01,11,1.72000003e+00,29,4.34000015e+00,0,0.00000000e+00,914,668,7.30899963e+01,,0,,7.30899963e+01,"9997",44,7.01000023e+00
"21","006","285",1,1,1.00000000e+02,187,9.59000015e+01,182,9.73300018e+01,5,2.67000008e+00,8,4.09999990e+00,0,0.00000000e+00,280,195,6.96399994e+01,,0,,6.96399994e+01,"9997",12,6.59000015e+00
"21","006","288",12,12,1.00000000e+02,3320,9.87500000e+01,3156,9.50599976e+01,164,4.94000006e+00,42,1.25000000e+00,0,0.00000000e+00,4130,3362,8.14000015e+01,,0,,8.14000015e+01,"9997",398,1.26099997e+01
"21","006","303",10,10,1.00000000e+02,2391,9.66500015e+01,2274,9.51100006e+01,117,4.88999987e+00,83,3.34999990e+00,0,0.00000000e+00,3343,2474,7.40100021e+01,,0,,7.40100021e+01,"9997",436,1.91700001e+01
"21","006","308",11,11,1.00000000e+02,2656,9.75000000e+01,2382,8.96800003e+01,274,1.03199997e+01,68,2.50000000e+00,0,0.00000000e+00,3824,2724,7.12300034e+01,,0,,7.12300034e+01,"9997",481,2.01900005e+01
"21","006","333",15,15,1.00000000e+02,3922,9.81200027e+01,3587,9.14599991e+01,335,8.53999996e+00,75,1.88000000e+00,0,0.00000000e+00,5154,3997,7.75500031e+01,,0,,7.75500031e+01,"9997",641,1.78700008e+01
"21","006","341",186,186,1.00000000e+02,43319,9.51699982e+01,41385,9.55400009e+01,1934,4.46000004e+00,2180,4.78999996e+00,17,3.99999991e-02,64640,45516,7.04100037e+01,,0,,7.04100037e+01,"9997",7040,1.70100002e+01
"21","006","348",24,24,1.00000000e+02,5540,9.72799988e+01,4939,8.91500015e+01,601,1.08500004e+01,155,2.72000003e+00,0,0.00000000e+00,8221,5695,6.92699966e+01,,0,,6.92699966e+01,"9997",579,1.17200003e+01
"21","006","361",15,15,1.00000000e+02,3573,9.80800018e+01,3316,9.28099976e+01,257,7.19000006e+00,70,1.91999996e+00,0,0.00000000e+00,5008,3643,7.27399979e+01,,0,,7.27399979e+01,"9997",324,9.77000046e+00
"21","006","999",481,481,1.00000000e+02,112876,9.60400009e+01,106289,9.41600037e+01,6587,5.84000015e+00,4638,3.95000005e+00,17,9.99999978e-03,163355,117531,7.19499969e+01,,0,,7.19499969e+01,"9997",17114,1.61000004e+01
"21","007","018",4,3,7.50000000e+01,527,9.83199997e+01,506,9.60199966e+01,21,3.98000002e+00,9,1.67999995e+00,0,0.00000000e+00,1085,536,4.94000015e+01,,0,,7.29300003e+01,"9997",112,2.21299992e+01
"21","007","025",65,64,9.84599991e+01,13852,9.24499969e+01,13304,9.60400009e+01,548,3.96000004e+00,1131,7.55000019e+00,0,0.00000000e+00,22064,14983,6.79100037e+01,,0,,6.90000000e+01,"9997",2278,1.71200008e+01
"21","007","030",3,2,6.66699982e+01,475,9.77399979e+01,460,9.68399963e+01,15,3.16000009e+00,11,2.25999999e+00,0,0.00000000e+00,620,486,7.83899994e+01,,0,,7.87699966e+01,"9997",48,1.04300003e+01
"21","007","103",3,3,1.00000000e+02,571,9.76100006e+01,558,9.77200012e+01,13,2.27999997e+00,14,2.39000010e+00,0,0.00000000e+00,730,585,8.01399994e+01,,0,,8.01399994e+01,"9997",100,1.79200001e+01
"21","007","104",4,4,1.00000000e+02,791,9.77799988e+01,778,9.83600006e+01,13,1.63999999e+00,18,2.22000003e+00,0,0.00000000e+00,1073,809,7.54000015e+01,,0,,7.54000015e+01,"9997",54,6.94000006e+00
"21","007","105",3,3,1.00000000e+02,659,9.80699997e+01,634,9.62099991e+01,25,3.78999996e+00,13,1.92999995e+00,0,0.00000000e+00,916,672,7.33600006e+01,,0,,7.33600006e+01,"9997",131,2.06599998e+01
"21","007","124",16,11,6.87500000e+01,2578,9.60500031e+01,2510,9.73600006e+01,68,2.64000010e+00,105,3.91000009e+00,1,3.99999991e-02,5228,2684,5.13400002e+01,,0,,7.53899994e+01,"9997",289,1.15100002e+01
"21","007","147",4,4,1.00000000e+02,831,9.59599991e+01,809,9.73499985e+01,22,2.65000010e+00,35,4.03999996e+00,0,0.00000000e+00,1114,866,7.77399979e+01,,0,,7.77399979e+01,"9997",89,1.10000000e+01
"21","007","157",4,4,1.00000000e+02,531,9.67200012e+01,512,9.64199982e+01,19,3.57999992e+00,18,3.27999997e+00,0,0.00000000e+00,778,549,7.05699997e+01,,0,,7.05699997e+01,"9997",58,1.13299999e+01
"21","007","176",6,6,1.00000000e+02,690,9.42600021e+01,669,9.69599991e+01,21,3.03999996e+00,42,5.73999977e+00,0,0.00000000e+00,1320,732,5.54500008e+01,,0,,5.54500008e+01,"9997",174,2.60100002e+01
"21","007","181",7,7,1.00000000e+02,1594,9.73099976e+01,1562,9.79899979e+01,32,2.00999999e+00,44,2.69000006e+00,0,0.00000000e+00,2204,1638,7.43199997e+01,,0,,7.43199997e+01,"9997",152,9.72999954e+00
"21","007","185",4,4,1.00000000e+02,833,9.53099976e+01,806,9.67600021e+01,27,3.24000001e+00,41,4.69000006e+00,0,0.00000000e+00,1302,874,6.71299973e+01,,0,,6.71299973e+01,"9997",132,1.63799992e+01
"21","007","190",29,28,9.65500031e+01,6604,9.57799988e+01,6345,9.60800018e+01,259,3.92000008e+00,290,4.21000004e+00,1,9.99999978e-03,9983,6895,6.90699997e+01,,0,,7.15800018e+01,"9997",1133,1.78600006e+01
"21","007","199",4,4,1.00000000e+02,771,9.20000000e+01,736,9.54599991e+01,35,4.53999996e+00,67,8.00000000e+00,0,0.00000000e+00,1201,838,6.97799988e+01,,0,,6.97799988e+01,"9997",176,2.39099998e+01
"21","007","207",21,21,1.00000000e+02,4691,9.36699982e+01,4527,9.65000000e+01,164,3.50000000e+00,317,6.32999992e+00,0,0.00000000e+00,6995,5008,7.15899963e+01,,0,,7.15899963e+01,"9997",441,9.73999977e+00
"21","007","229",3,3,1.00000000e+02,359,9.42300034e+01,348,9.69400024e+01,11,3.05999994e+00,22,5.76999998e+00,0,0.00000000e+00,549,381,6.94000015e+01,,0,,6.94000015e+01,"9997",52,1.49399996e+01
"21","007","260",175,173,9.88600006e+01,39252,9.38499985e+01,37650,9.59199982e+01,1602,4.07999992e+00,2569,6.13999987e+00,3,9.99999978e-03,60357,41824,6.92900009e+01,,0,,7.01100006e+01,"9997",8167,2.16900005e+01
"21","007","275",7,7,1.00000000e+02,1449,9.34800034e+01,1417,9.77900009e+01,32,2.21000004e+00,101,6.51999998e+00,0,0.00000000e+00,2169,1550,7.14599991e+01,,0,,7.14599991e+01,"9997",166,1.17100000e+01
"21","007","329",7,7,1.00000000e+02,1730,9.49499969e+01,1675,9.68199997e+01,55,3.18000007e+00,92,5.05000019e+00,0,0.00000000e+00,2396,1822,7.60400009e+01,,0,,7.60400009e+01,"9997",264,1.57600002e+01
"21","007","347",11,10,9.09100037e+01,1783,9.64300003e+01,1743,9.77600021e+01,40,2.24000001e+00,65,3.51999998e+00,1,5.00000007e-02,2828,1849,6.53799973e+01,,0,,6.54700012e+01,"9997",148,8.48999977e+00
"21","007","352",12,12,1.00000000e+02,2603,9.49300003e+01,2473,9.50100021e+01,130,4.98999977e+00,139,5.07000017e+00,0,0.00000000e+00,3951,2742,6.94000015e+01,,0,,6.94000015e+01,"9997",690,2.78999996e+01
"21","007","355",47,47,1.00000000e+02,9945,9.18799973e+01,9371,9.42300034e+01,574,5.76999998e+00,878,8.10999966e+00,1,9.99999978e-03,15917,10824,6.80000000e+01,,0,,6.80000000e+01,"9997",1733,1.84899998e+01
"21","007","999",439,427,9.72699966e+01,93119,9.39199982e+01,89393,9.60000000e+01,3726,4.00000000e+00,6021,6.07000017e+00,7,9.99999978e-03,144780,99147,6.84800034e+01,,0,,7.01399994e+01,"9997",16805,1.87999992e+01
"21","008","036",4,4,1.00000000e+02,843,9.48300018e+01,775,9.19300003e+01,68,8.06999969e+00,46,5.17000008e+00,0,0.00000000e+00,1177,889,7.55299988e+01,,0,,7.55299988e+01,"9997",139,1.79400005e+01
"21","008","044",76,76,1.00000000e+02,18169,9.55100021e+01,16902,9.30299988e+01,1267,6.96999979e+00,854,4.48999977e+00,0,0.00000000e+00,26369,19023,7.21399994e+01,,0,,7.21399994e+01,"9997",3486,2.06200008e+01
"21","008","056",3,3,1.00000000e+02,705,9.36299973e+01,672,9.53199997e+01,33,4.67999983e+00,48,6.36999989e+00,0,0.00000000e+00,1025,753,7.34599991e+01,,0,,7.34599991e+01,"9997",150,2.23199997e+01
"21","008","067",2,2,1.00000000e+02,424,9.15800018e+01,403,9.50500031e+01,21,4.94999981e+00,39,8.42000008e+00,0,0.00000000e+00,600,463,7.71699982e+01,,0,,7.71699982e+01,"9997",58,1.43900003e+01
"21","008","090",15,15,1.00000000e+02,3655,9.72600021e+01,3328,9.10500031e+01,327,8.94999981e+00,103,2.74000001e+00,0,0.00000000e+00,4934,3758,7.61699982e+01,,0,,7.61699982e+01,"9997",496,1.48999996e+01
"21","008","202",2,2,1.00000000e+02,309,9.74800034e+01,295,9.54700012e+01,14,4.53000021e+00,8,2.51999998e+00,0,0.00000000e+00,397,317,7.98499985e+01,,0,,7.98499985e+01,"9997",56,1.89799995e+01
"21","008","232",12,12,1.00000000e+02,2738,9.20999985e+01,2603,9.50699997e+01,135,4.92999983e+00,235,7.90000010e+00,0,0.00000000e+00,4018,2973,7.39899979e+01,,0,,7.39899979e+01,"9997",443,1.70200005e+01
"21","008","248",6,6,1.00000000e+02,1484,9.49499969e+01,1359,9.15800018e+01,125,8.42000008e+00,79,5.05000019e+00,0,0.00000000e+00,2057,1563,7.59800034e+01,,0,,7.59800034e+01,"9997",285,2.09699993e+01
"21","008","272",6,6,1.00000000e+02,1471,9.40500031e+01,1352,9.19100037e+01,119,8.09000015e+00,93,5.94999981e+00,0,0.00000000e+00,2033,1564,7.69300003e+01,,0,,7.69300003e+01,"9997",221,1.63500004e+01
"21","008","321",9,9,1.00000000e+02,2391,9.59899979e+01,2231,9.33099976e+01,160,6.69000006e+00,100,4.01000023e+00,0,0.00000000e+00,3131,2491,7.95599976e+01,,0,,7.95599976e+01,"9997",278,1.24600000e+01
"21","008","339",28,28,1.00000000e+02,6460,9.31800003e+01,5929,9.17799988e+01,531,8.22000027e+00,473,6.82000017e+00,0,0.00000000e+00,9223,6933,7.51699982e+01,,0,,7.51699982e+01,"9997",1267,2.13700008e+01
"21","008","350",8,8,1.00000000e+02,1803,9.59599991e+01,1632,9.05199966e+01,171,9.47999954e+00,76,4.03999996e+00,0,0.00000000e+00,2687,1879,6.99300003e+01,,0,,6.99300003e+01,"9997",326,1.99799995e+01
"21","008","999",171,171,1.00000000e+02,40452,9.49400024e+01,37481,9.26600037e+01,2971,7.34000015e+00,2154,5.05999994e+00,0,0.00000000e+00,57651,42606,7.39000015e+01,,0,,7.39000015e+01,"9997",7562,2.01800003e+01
"21","009","017",4,4,1.00000000e+02,781,9.23199997e+01,764,9.78199997e+01,17,2.18000007e+00,65,7.67999983e+00,0,0.00000000e+00,1282,846,6.59899979e+01,,0,,6.59899979e+01,"9997",81,1.06000004e+01
"21","009","019",9,9,1.00000000e+02,1867,9.21999969e+01,1785,9.56100006e+01,82,4.38999987e+00,158,7.80000019e+00,0,0.00000000e+00,2850,2025,7.10500031e+01,,0,,7.10500031e+01,"9997",297,1.66399994e+01
"21","009","037",1,1,1.00000000e+02,97,1.00000000e+02,86,8.86600037e+01,11,1.13400002e+01,0,0.00000000e+00,0,0.00000000e+00,130,97,7.46200027e+01,,0,,7.46200027e+01,"9997",6,6.98000002e+00
"21","009","041",1,1,1.00000000e+02,233,9.47200012e+01,224,9.61399994e+01,9,3.85999990e+00,13,5.28000021e+00,0,0.00000000e+00,333,246,7.38700027e+01,,0,,7.38700027e+01,"9997",28,1.25000000e+01
"21","009","043",3,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,855,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"21","009","109",3,3,1.00000000e+02,737,9.81399994e+01,692,9.38899994e+01,45,6.11000013e+00,14,1.86000001e+00,0,0.00000000e+00,898,751,8.36299973e+01,,0,,8.36299973e+01,"9997",46,6.65000010e+00
"21","009","179",31,31,1.00000000e+02,7119,9.34899979e+01,6665,9.36200027e+01,454,6.38000011e+00,495,6.50000000e+00,1,9.99999978e-03,10599,7615,7.18499985e+01,,0,,7.18499985e+01,"9997",1393,2.08999996e+01
"21","009","204",7,7,1.00000000e+02,1659,9.52399979e+01,1583,9.54199982e+01,76,4.57999992e+00,83,4.76000023e+00,0,0.00000000e+00,2227,1742,7.82200012e+01,,0,,7.82200012e+01,"9997",146,9.22000027e+00
"21","009","223",23,22,9.56500015e+01,5183,9.25500031e+01,4977,9.60299988e+01,206,3.97000003e+00,416,7.42999983e+00,1,1.99999996e-02,7643,5600,7.32699966e+01,,0,,7.68000031e+01,"9997",996,2.00100002e+01
"21","009","228",12,12,1.00000000e+02,2836,9.35699997e+01,2697,9.50999985e+01,139,4.90000010e+00,194,6.40000010e+00,1,2.99999993e-02,3967,3031,7.64100037e+01,,0,,7.64100037e+01,"9997",359,1.33100004e+01
"21","009","261",36,33,9.16699982e+01,8074,9.36900024e+01,7732,9.57600021e+01,342,4.23999977e+00,544,6.30999994e+00,0,0.00000000e+00,12525,8618,6.88099976e+01,,0,,7.44499969e+01,"9997",1516,1.96100006e+01
"21","009","296",27,27,1.00000000e+02,6707,9.48499985e+01,6493,9.68099976e+01,214,3.19000006e+00,354,5.01000023e+00,10,1.40000001e-01,9444,7071,7.48700027e+01,,0,,7.48700027e+01,"9997",1151,1.77299995e+01
"21","009","307",914,890,9.73700027e+01,203707,9.46399994e+01,197226,9.68199997e+01,6481,3.18000007e+00,11402,5.30000019e+00,125,5.99999987e-02,316149,215234,6.80800018e+01,,0,,6.99199982e+01,"9997",33240,1.68500004e+01
"21","009","315",160,158,9.87500000e+01,36690,9.38700027e+01,35526,9.68300018e+01,1164,3.17000008e+00,2375,6.07999992e+00,22,5.99999987e-02,55619,39087,7.02799988e+01,,0,,7.11699982e+01,"9997",5124,1.44200001e+01
"21","009","320",31,29,9.35500031e+01,6868,9.41100006e+01,6566,9.55999985e+01,302,4.40000010e+00,409,5.59999990e+00,21,2.89999992e-01,10672,7298,6.83799973e+01,,0,,7.31900024e+01,"9997",1376,2.09599991e+01
"21","009","364",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"21","009","370",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"21","009","374",0,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0,0.00000000e+00,,0,,0.00000000e+00,"9997",0,0.00000000e+00
"21","009","999",1262,1227,9.72300034e+01,282558,9.44199982e+01,273016,9.66200027e+01,9542,3.38000011e+00,16522,5.51999998e+00,181,5.99999987e-02,435193,299261,6.87699966e+01,,0,,7.06999969e+01,"9997",47798,1.75100002e+01
"21","011","083",1,1,1.00000000e+02,142,9.46699982e+01,138,9.71800003e+01,4,2.81999993e+00,8,5.32999992e+00,0,0.00000000e+00,188,150,7.97900009e+01,,0,,7.97900009e+01,"9997",15,1.08699999e+01
"21","011","092",1,1,1.00000000e+02,207,9.20000000e+01,200,9.66200027e+01,7,3.38000011e+00,18,8.00000000e+00,0,0.00000000e+00,283,225,7.95100021e+01,,0,,7.95100021e+01,"9997",36,1.80000000e+01
"21","011","107",5,4,8.00000000e+01,900,9.39499969e+01,868,9.64400024e+01,32,3.55999994e+00,58,6.05000019e+00,0,0.00000000e+00,1451,958,6.60199966e+01,,0,,7.66399994e+01,"9997",108,1.24399996e+01
"21","011","110",1,1,1.00000000e+02,170,9.09100037e+01,165,9.70599976e+01,5,2.94000006e+00,17,9.09000015e+00,0,0.00000000e+00,253,187,7.39100037e+01,,0,,7.39100037e+01,"9997",27,1.63600006e+01
"21","011","113",101,99,9.80199966e+01,22874,9.28600006e+01,21648,9.46399994e+01,1226,5.36000013e+00,1759,7.13999987e+00,0,0.00000000e+00,34157,24633,7.21200027e+01,,0,,7.36299973e+01,"9997",3118,1.43999996e+01
"21","011","120",6,6,1.00000000e+02,1470,9.65199966e+01,1369,9.31299973e+01,101,6.86999989e+00,53,3.48000002e+00,0,0.00000000e+00,1916,1523,7.94899979e+01,,0,,7.94899979e+01,"9997",197,1.43900003e+01
"21","011","126",14,14,1.00000000e+02,3617,9.30800018e+01,3440,9.51100006e+01,177,4.88999987e+00,269,6.92000008e+00,0,0.00000000e+00,4895,3886,7.93899994e+01,,0,,7.93899994e+01,"9997",445,1.29399996e+01
"21","011","146",3,3,1.00000000e+02,568,9.37300034e+01,544,9.57699966e+01,24,4.23000002e+00,38,6.26999998e+00,0,0.00000000e+00,765,606,7.92200012e+01,,0,,7.92200012e+01,"9997",51,9.38000011e+00
"21","011","150",1,1,1.00000000e+02,240,9.33899994e+01,226,9.41699982e+01,14,5.82999992e+00,17,6.61000013e+00,0,0.00000000e+00,334,257,7.69499969e+01,,0,,7.69499969e+01,"9997",41,1.81399994e+01
"21","011","155",12,12,1.00000000e+02,3034,9.41699982e+01,2820,9.29499969e+01,214,7.05000019e+00,187,5.80000019e+00,1,2.99999993e-02,4176,3222,7.71600037e+01,,0,,7.71600037e+01,"9997",448,1.58900003e+01
"21","011","159",1,1,1.00000000e+02,35,1.00000000e+02,32,9.14300003e+01,3,8.56999969e+00,0,0.00000000e+00,0,0.00000000e+00,46,35,7.60899963e+01,,0,,7.60899963e+01,"0546",1,2.85999990e+00
"21","011","160",1,1,1.00000000e+02,129,1.00000000e+02,105,8.14000015e+01,24,1.86000004e+01,0,0.00000000e+00,0,0.00000000e+00,154,129,8.37699966e+01,,0,,8.37699966e+01,"9997",14,1.33299999e+01
"21","011","173",4,4,1.00000000e+02,796,9.64800034e+01,730,9.17099991e+01,66,8.28999996e+00,29,3.51999998e+00,0,0.00000000e+00,1076,825,7.66699982e+01,,0,,7.66699982e+01,"9997",85,1.16400003e+01
"21","011","191",2,2,1.00000000e+02,327,9.13399963e+01,305,9.32699966e+01,22,6.73000002e+00,31,8.65999985e+00,0,0.00000000e+00,438,358,8.17399979e+01,,0,,8.17399979e+01,"9997",36,1.18000002e+01
"21","011","211",2,2,1.00000000e+02,526,9.72300034e+01,501,9.52500000e+01,25,4.75000000e+00,15,2.76999998e+00,0,0.00000000e+00,625,541,8.65599976e+01,,0,,8.65599976e+01,"9997",30,5.98999977e+00
"21","011","214",3,3,1.00000000e+02,503,9.09599991e+01,481,9.56299973e+01,22,4.36999989e+00,50,9.03999996e+00,0,0.00000000e+00,748,553,7.39300003e+01,,0,,7.39300003e+01,"9997",53,1.10200005e+01
"21","011","230",2,2,1.00000000e+02,395,8.95699997e+01,381,9.64599991e+01,14,3.53999996e+00,46,1.04300003e+01,0,0.00000000e+00,567,441,7.77799988e+01,,0,,7.77799988e+01,"9997",53,1.39099998e+01
"21","011","240",13,13,1.00000000e+02,2805,9.45999985e+01,2539,9.05199966e+01,266,9.47999954e+00,160,5.40000010e+00,0,0.00000000e+00,4209,2965,7.04400024e+01,,0,,7.04400024e+01,"9997",443,1.74500008e+01
"21","011","246",6,6,1.00000000e+02,1550,9.69400024e+01,1439,9.28399963e+01,111,7.15999985e+00,49,3.05999994e+00,0,0.00000000e+00,2043,1599,7.82699966e+01,,0,,7.82699966e+01,"9997",119,8.27000046e+00
"21","011","247",2,2,1.00000000e+02,491,9.60899963e+01,465,9.46999969e+01,26,5.30000019e+00,20,3.91000009e+00,0,0.00000000e+00,678,511,7.53700027e+01,,0,,7.53700027e+01,"9997",39,8.39000034e+00
"21","011","256",1,1,1.00000000e+02,143,9.40800018e+01,140,9.79000015e+01,3,2.09999990e+00,9,5.92000008e+00,0,0.00000000e+00,208,152,7.30800018e+01,,0,,7.30800018e+01,"9997",12,8.56999969e+00
"21","011","263",1,1,1.00000000e+02,65,9.55899963e+01,64,9.84599991e+01,1,1.53999996e+00,3,4.40999985e+00,0,0.00000000e+00,89,68,7.64000015e+01,,0,,7.64000015e+01,"9997",11,1.71900005e+01
"21","011","269",5,5,1.00000000e+02,955,9.20899963e+01,872,9.13099976e+01,83,8.68999958e+00,82,7.90999985e+00,0,0.00000000e+00,1437,1037,7.21600037e+01,,0,,7.21600037e+01,"9997",136,1.56000004e+01
"21","011","273",3,3,1.00000000e+02,634,9.69400024e+01,582,9.18000031e+01,52,8.19999981e+00,20,3.05999994e+00,0,0.00000000e+00,810,654,8.07399979e+01,,0,,8.07399979e+01,"9997",73,1.25400000e+01
"21","011","278",29,29,1.00000000e+02,6887,9.20699997e+01,6431,9.33799973e+01,456,6.61999989e+00,593,7.92999983e+00,0,0.00000000e+00,9866,7480,7.58199997e+01,,0,,7.58199997e+01,"9997",962,1.49600000e+01
"21","011","279",3,3,1.00000000e+02,710,9.47900009e+01,671,9.45100021e+01,39,5.48999977e+00,39,5.21000004e+00,0,0.00000000e+00,870,749,8.60899963e+01,,0,,8.60899963e+01,"9997",118,1.75900002e+01
"21","011","280",6,6,1.00000000e+02,1395,9.21999969e+01,1308,9.37600021e+01,87,6.23999977e+00,118,7.80000019e+00,0,0.00000000e+00,1950,1513,7.75899963e+01,,0,,7.75899963e+01,"9997",168,1.28400002e+01
"21","011","291",3,3,1.00000000e+02,581,9.74800034e+01,536,9.22500000e+01,45,7.75000000e+00,15,2.51999998e+00,0,0.00000000e+00,784,596,7.60199966e+01,,0,,7.60199966e+01,"9997",49,9.14000034e+00
"21","011","292",17,17,1.00000000e+02,4160,9.44199982e+01,3980,9.56699982e+01,180,4.32999992e+00,246,5.57999992e+00,0,0.00000000e+00,5673,4406,7.76699982e+01,,0,,7.76699982e+01,"9997",428,1.07500000e+01
"21","011","299",1,1,1.00000000e+02,215,9.68499985e+01,211,9.81399994e+01,4,1.86000001e+00,7,3.15000010e+00,0,0.00000000e+00,301,222,7.37500000e+01,,0,,7.37500000e+01,"9997",11,5.21000004e+00
"21","011","305",8,8,1.00000000e+02,1844,9.53499985e+01,1744,9.45800018e+01,100,5.42000008e+00,90,4.65000010e+00,0,0.00000000e+00,2550,1934,7.58399963e+01,,0,,7.58399963e+01,"9997",202,1.15799999e+01
"21","011","310",1,1,1.00000000e+02,26,1.00000000e+02,26,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,54,26,4.81500015e+01,,0,,4.81500015e+01,"0530",1,3.84999990e+00
"21","011","311",1,1,1.00000000e+02,104,9.63000031e+01,98,9.42300034e+01,6,5.76999998e+00,4,3.70000005e+00,0,0.00000000e+00,121,108,8.92600021e+01,,0,,8.92600021e+01,"9997",16,1.63299999e+01
"21","011","314",4,4,1.00000000e+02,1096,1.00000000e+02,978,8.92300034e+01,118,1.07700005e+01,0,0.00000000e+00,0,0.00000000e+00,1388,1096,7.89599991e+01,,0,,7.89599991e+01,"9997",148,1.51300001e+01
"21","011","318",4,4,1.00000000e+02,985,9.56299973e+01,919,9.33000031e+01,66,6.69999981e+00,45,4.36999989e+00,0,0.00000000e+00,1330,1030,7.74400024e+01,,0,,7.74400024e+01,"9997",54,5.88000011e+00
"21","011","325",1,1,1.00000000e+02,1,1.00000000e+02,1,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,92,1,1.09000003e+00,,0,,1.09000003e+00,"9997",0,0.00000000e+00
"21","011","368",1,1,1.00000000e+02,189,1.00000000e+02,189,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,328,189,5.76199989e+01,,0,,5.76199989e+01,"9997",28,1.48100004e+01
"21","011","999",270,267,9.88899994e+01,60769,9.36900024e+01,57146,9.40400009e+01,3623,5.96000004e+00,4095,6.30999994e+00,1,0.00000000e+00,86853,64865,7.46800003e+01,,0,,7.54700012e+01,"9997",8370,1.46499996e+01
"21","012","116",1,1,1.00000000e+02,147,9.73499985e+01,147,1.00000000e+02,0,0.00000000e+00,4,2.65000010e+00,0,0.00000000e+00,199,151,7.58799973e+01,,0,,7.58799973e+01,"9997",4,2.72000003e+00
"21","012","136",3,3,1.00000000e+02,620,9.84100037e+01,602,9.70999985e+01,18,2.90000010e+00,10,1.59000003e+00,0,0.00000000e+00,852,630,7.39400024e+01,,0,,7.39400024e+01,"9997",62,1.03000002e+01
"21","012","145",5,5,1.00000000e+02,1152,9.69700012e+01,1123,9.74800034e+01,29,2.51999998e+00,35,2.95000005e+00,1,7.99999982e-02,1751,1188,6.78499985e+01,,0,,6.78499985e+01,"9997",115,1.02399998e+01
"21","012","194",43,42,9.76699982e+01,9216,9.41800003e+01,8882,9.63799973e+01,334,3.61999989e+00,568,5.80000019e+00,1,9.99999978e-03,14453,9785,6.76999969e+01,,0,,6.93799973e+01,"9997",1676,1.88700008e+01
"21","012","224",1,1,1.00000000e+02,131,9.56200027e+01,119,9.08399963e+01,12,9.15999985e+00,6,4.38000011e+00,0,0.00000000e+00,218,137,6.28400002e+01,,0,,6.28400002e+01,"9997",29,2.43700008e+01
"21","012","244",3,3,1.00000000e+02,700,9.58899994e+01,686,9.80000000e+01,14,2.00000000e+00,30,4.11000013e+00,0,0.00000000e+00,969,730,7.53399963e+01,,0,,7.53399963e+01,"9997",45,6.55999994e+00
"21","012","276",2,2,1.00000000e+02,410,9.62399979e+01,394,9.60999985e+01,16,3.90000010e+00,16,3.75999999e+00,0,0.00000000e+00,682,426,6.24599991e+01,,0,,6.24599991e+01,"9997",44,1.11700001e+01
"21","012","309",3,3,1.00000000e+02,608,9.38300018e+01,593,9.75299988e+01,15,2.47000003e+00,40,6.17000008e+00,0,0.00000000e+00,977,648,6.63300018e+01,,0,,6.63300018e+01,"9997",121,2.03999996e+01
"21","012","338",1,1,1.00000000e+02,5,1.00000000e+02,5,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,23,5,2.17399998e+01,,0,,2.17399998e+01,"9997",0,0.00000000e+00
"21","012","353",15,14,9.33300018e+01,3072,9.39400024e+01,3004,9.77900009e+01,68,2.21000004e+00,197,6.01999998e+00,1,2.99999993e-02,4979,3270,6.56800003e+01,,0,,7.06399994e+01,"9997",335,1.11499996e+01
"21","012","367",1,1,1.00000000e+02,79,1.00000000e+02,79,1.00000000e+02,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,116,79,6.80999985e+01,,0,,6.80999985e+01,"9997",0,0.00000000e+00
